asset_id;tipo_asset;area_geografica;eta_anni;temperatura_media;vibrazione_indice;carico_pct;umidita_media;manutenzioni_ultimi_5anni;giorni_da_ultima_manutenzione;criticita_utenza;guasto_entro_30gg
AST-01268;trasformatore;Isole;44;33,4;1,31;75,8;53,3;3;303;alta;1
AST-01269;turbina_eolica;Centro;3;34,4;0,17;69,0;67,9;1;112;standard;0
AST-01270;linea_AT;Centro;21;47,8;3,58;71,0;65,6;3;67;alta;0
AST-01271;turbina_eolica;Isole;14;41,3;3,03;63,1;59,5;2;450;standard;0
AST-01272;linea_AT;Centro;20;36,4;1,45;69,2;57,9;7;376;standard;0
AST-01273;trasformatore;Centro;16;39,2;0,32;63,5;75,8;6;189;standard;0
AST-01274;trasformatore;Centro;18;61,9;1,78;82,0;86,2;2;278;critica;1
AST-01275;linea_AT;Nord;9;53,0;0,5;60,0;33,5;4;279;alta;0
AST-01276;cabina_primaria;Nord;19;55,2;3,35;74,8;79,2;4;177;standard;1
AST-01277;trasformatore;Nord;5;26,2;1,41;44,5;62,3;2;158;alta;0
AST-01278;linea_AT;Nord;21;40,6;0,78;80,8;65,3;2;140;standard;0
AST-01279;trasformatore;Sud;21;36,2;2,0;57,9;80,9;5;383;alta;0
AST-01280;trasformatore;Centro;9;46,9;2,2;51,6;24,8;6;280;standard;0
AST-01281;linea_AT;Nord;24;51,5;2,38;47,5;73,4;4;197;alta;0
AST-01282;trasformatore;Centro;17;44,9;0,82;46,1;80,0;3;244;alta;0
AST-01283;turbina_eolica;Centro;28;34,1;3,15;59,3;52,4;3;206;standard;0
AST-01284;turbina_eolica;Centro;24;36,1;1,44;95,0;42,5;4;83;alta;0
AST-01285;trasformatore;Isole;20;47,6;0,23;56,4;85,0;1;452;alta;0
AST-01286;trasformatore;Isole;24;48,5;1,56;28,2;37,4;3;277;standard;0
AST-01287;trasformatore;Centro;18;43,3;1,55;74,6;67,9;3;260;alta;0
AST-01288;cabina_primaria;Nord;23;43,2;1,53;47,9;76,3;3;220;standard;0
AST-01289;linea_AT;Centro;20;42,5;2,03;82,7;67,6;2;119;alta;1
AST-01290;turbina_eolica;Centro;18;44,4;4,72;60,4;69,9;1;161;alta;1
AST-01291;trasformatore;Centro;16;48,4;1,6;63,1;58,3;1;380;standard;1
AST-01292;linea_AT;Sud;23;47,7;1,74;89,6;68,5;2;334;standard;0
AST-01293;trasformatore;Centro;25;42,2;1,1;79,1;52,1;6;112;standard;0
AST-01294;turbina_eolica;Nord;14;41,6;1,59;45,6;53,9;4;224;alta;0
AST-01295;linea_AT;Nord;12;41,2;2,42;48,2;62,5;0;98;alta;0
AST-01296;turbina_eolica;Nord;11;35,0;2,46;35,9;40,4;3;15;alta;0
AST-01297;trasformatore;Nord;11;34,9;3,93;100,0;70,1;5;202;alta;0
AST-01298;trasformatore;Nord;6;46,9;0,3;52,5;27,3;8;87;standard;0
AST-01299;trasformatore;Sud;18;35,6;2,93;89,1;67,1;1;366;standard;1
AST-01300;turbina_eolica;Centro;26;49,3;2,65;58,4;68,4;5;145;critica;1
AST-01301;cabina_primaria;Nord;13;41,5;0,44;48,6;50,9;2;217;standard;0
AST-01302;trasformatore;Centro;21;49,4;3,88;68,4;44,7;5;225;standard;0
AST-01303;linea_AT;Sud;8;47,7;0,53;62,1;56,3;2;133;standard;0
AST-01304;linea_AT;Nord;17;49,6;2,46;82,4;71,0;2;191;standard;0
AST-01305;trasformatore;Sud;22;37,7;0,24;82,7;66,8;4;317;standard;0
AST-01306;trasformatore;Isole;22;45,7;0,77;57,4;46,4;2;493;standard;0
AST-01307;trasformatore;Centro;18;48,6;2,51;42,1;63,5;4;242;standard;0
AST-01308;linea_AT;Sud;20;28,0;2,58;46,5;65,7;3;400;standard;0
AST-01309;turbina_eolica;Nord;1;57,3;1,49;26,9;65,1;3;103;standard;0
AST-01310;linea_AT;Isole;31;62,4;4,11;63,1;48,2;0;317;standard;1
AST-01311;cabina_primaria;Centro;18;50,5;2,47;67,8;64,2;5;208;alta;1
AST-01312;linea_AT;Isole;23;49,3;3,21;47,4;74,8;2;351;standard;0
AST-01313;cabina_primaria;Centro;11;47,3;1,54;45,3;69,5;2;317;alta;0
AST-01314;linea_AT;Nord;5;39,1;0,68;67,7;67,8;2;148;standard;0
AST-01315;cabina_primaria;Nord;15;41,0;0,67;56,6;85,0;5;62;standard;0
AST-01316;cabina_primaria;Sud;33;50,7;1,29;64,2;64,3;1;274;alta;1
AST-01317;linea_AT;Centro;18;33,2;0,8;61,4;50,2;6;287;standard;0
AST-01318;cabina_primaria;Nord;6;32,5;0,76;72,5;50,3;5;147;standard;0
AST-01319;cabina_primaria;Sud;24;38,4;0,37;57,8;64,5;2;322;standard;0
AST-01320;turbina_eolica;Sud;23;47,9;1,36;59,2;41,9;3;425;alta;0
AST-01321;linea_AT;Centro;22;34,2;0,36;34,1;57,6;7;137;alta;0
AST-01322;turbina_eolica;Centro;21;40,0;1,34;67,1;68,5;0;31;standard;0
AST-01323;cabina_primaria;Nord;1;41,0;0,27;69,6;78,4;4;92;alta;0
AST-01324;turbina_eolica;Sud;26;32,9;1,24;64,8;40,4;3;359;standard;0
AST-01325;cabina_primaria;Nord;8;20,0;2,42;100,0;63,4;4;140;alta;0
AST-01326;linea_AT;Sud;14;32,8;0,78;70,9;61,0;1;215;critica;0
AST-01327;cabina_primaria;Nord;13;44,3;2,04;65,2;62,5;2;241;standard;0
AST-01328;trasformatore;Centro;19;46,4;1,95;77,0;64,0;6;223;standard;0
AST-01329;linea_AT;Nord;4;46,4;0,97;100,0;61,6;5;191;alta;0
AST-01330;linea_AT;Nord;18;47,5;0,34;72,5;81,5;6;194;standard;0
AST-01331;cabina_primaria;Sud;28;36,4;2,94;28,0;79,4;2;236;alta;0
AST-01332;cabina_primaria;Centro;17;34,4;0,97;75,8;92,0;4;234;standard;0
AST-01333;linea_AT;Centro;12;45,4;4,47;52,2;61,9;5;283;critica;0
AST-01334;linea_AT;Isole;19;40,1;2,84;33,4;56,3;3;471;standard;1
AST-01335;trasformatore;Isole;31;50,2;2,53;98,6;48,5;1;438;alta;1
AST-01336;cabina_primaria;Sud;14;45,4;0,52;94,7;54,7;1;381;standard;0
AST-01337;trasformatore;Nord;20;53,6;2,54;51,7;72,0;3;21;alta;0
AST-01338;linea_AT;Centro;16;37,8;3,45;51,8;74,2;2;209;critica;0
AST-01339;linea_AT;Sud;22;51,6;1,75;70,9;71,5;1;263;alta;1
AST-01340;turbina_eolica;Nord;4;60,3;2,07;52,1;52,7;2;263;alta;0
AST-01341;trasformatore;Nord;13;42,5;2,43;65,6;52,8;4;250;standard;0
AST-01342;trasformatore;Sud;27;46,5;3,71;55,2;89,4;2;264;standard;0
AST-01343;cabina_primaria;Centro;9;33,6;2,2;60,8;50,4;3;206;standard;0
AST-01344;turbina_eolica;Centro;20;50,0;2,37;42,7;81,8;5;230;standard;0
AST-01345;trasformatore;Isole;26;52,2;1,99;82,9;67,7;3;452;standard;1
AST-01346;linea_AT;Centro;13;37,5;4,55;89,7;51,7;5;76;alta;0
AST-01347;trasformatore;Centro;22;47,3;1,78;66,2;45,4;4;33;alta;0
AST-01348;cabina_primaria;Nord;1;44,5;2,36;67,3;52,4;5;163;standard;0
AST-01349;trasformatore;Centro;19;45,5;3,86;79,3;67,8;2;15;standard;0
AST-01350;trasformatore;Nord;24;49,3;1,18;68,0;49,3;2;173;standard;0
AST-01351;trasformatore;Sud;32;46,7;5,1;99,1;83,8;1;387;alta;0
AST-01352;turbina_eolica;Sud;25;40,7;1,09;44,3;59,1;0;439;alta;1
AST-01353;turbina_eolica;Nord;12;49,5;0,79;83,5;71,8;2;110;standard;0
AST-01354;linea_AT;Nord;10;52,0;2,41;65,9;70,7;0;173;standard;0
AST-01355;turbina_eolica;Sud;21;37,0;1,05;47,8;84,7;3;392;alta;0
AST-01356;trasformatore;Nord;17;42,0;4,42;100,0;55,9;8;66;standard;0
AST-01357;trasformatore;Centro;12;26,1;6,14;100,0;63,5;2;283;alta;1
AST-01358;trasformatore;Centro;22;47,3;0,81;64,3;42,4;3;232;standard;0
AST-01359;cabina_primaria;Sud;36;53,0;0,75;76,0;63,4;1;292;critica;0
AST-01360;trasformatore;Nord;14;39,7;0,72;59,5;78,0;7;171;alta;0
AST-01361;cabina_primaria;Sud;15;43,2;0,23;62,4;65,1;0;329;standard;0
AST-01362;trasformatore;Nord;6;40,0;1,03;47,6;94,4;5;222;standard;0
AST-01363;trasformatore;Centro;22;38,5;3,35;45,0;69,3;2;181;standard;0
AST-01364;trasformatore;Nord;14;44,1;2,49;100,0;54,4;7;178;standard;0
AST-01365;trasformatore;Centro;22;34,9;1,44;67,3;68,4;4;160;standard;0
AST-01366;linea_AT;Centro;14;39,9;2,3;68,9;41,5;6;135;standard;0
AST-01367;turbina_eolica;Nord;19;33,9;0,56;53,4;50,8;2;174;alta;0
AST-01368;trasformatore;Nord;13;47,3;1,78;71,4;45,0;2;88;standard;0
AST-01369;linea_AT;Nord;10;44,2;2,02;40,9;62,2;4;224;standard;0
AST-01370;linea_AT;Nord;12;38,1;1,93;54,1;61,2;4;207;alta;0
AST-01371;cabina_primaria;Nord;7;42,3;1,0;46,4;78,9;1;99;standard;0
AST-01372;cabina_primaria;Isole;37;40,0;0,97;91,3;60,6;0;397;standard;1
AST-01373;linea_AT;Centro;16;52,3;2,65;38,3;48,0;4;148;alta;0
AST-01374;cabina_primaria;Sud;27;38,0;2,54;46,8;83,8;1;212;alta;0
AST-01375;linea_AT;Isole;22;47,7;0,25;31,1;20,8;4;332;standard;0
AST-01376;turbina_eolica;Nord;8;35,7;0,24;52,0;62,5;5;156;critica;0
AST-01377;linea_AT;Sud;22;49,3;5,84;59,7;65,0;2;382;standard;0
AST-01378;trasformatore;Sud;30;51,3;2,06;85,6;61,9;1;352;standard;0
AST-01379;linea_AT;Centro;14;51,8;1,94;64,0;69,0;4;283;standard;0
AST-01380;cabina_primaria;Centro;12;55,2;0,84;60,6;63,5;3;132;standard;0
AST-01381;trasformatore;Centro;18;44,6;1,31;73,4;69,0;3;180;standard;0
AST-01382;cabina_primaria;Nord;17;53,1;1,07;60,0;53,6;9;292;standard;0
AST-01383;cabina_primaria;Centro;27;56,6;3,37;100,0;41,6;0;56;alta;1
AST-01384;trasformatore;Isole;27;31,9;3,27;57,4;61,4;2;344;standard;0
AST-01385;turbina_eolica;Isole;29;36,6;2,09;75,4;47,6;2;294;alta;0
AST-01386;cabina_primaria;Nord;18;28,5;1,87;82,9;51,8;4;144;standard;0
AST-01387;cabina_primaria;Sud;16;51,6;2,35;56,8;78,3;2;305;alta;0
AST-01388;trasformatore;Nord;8;28,4;1,85;71,0;83,8;3;208;standard;0
AST-01389;trasformatore;Isole;18;26,0;2,66;59,0;78,0;3;400;standard;0
AST-01390;linea_AT;Nord;6;32,1;4,09;72,9;75,4;3;56;alta;0
AST-01391;trasformatore;Isole;30;26,4;1,6;69,8;62,8;0;333;standard;1
AST-01392;trasformatore;Sud;25;44,4;0,85;65,5;76,2;0;340;alta;0
AST-01393;trasformatore;Nord;14;32,2;1,88;47,2;67,0;4;219;alta;0
AST-01394;trasformatore;Nord;1;26,8;1,1;100,0;89,3;4;355;alta;0
AST-01395;linea_AT;Sud;35;41,6;0,44;78,6;49,1;2;396;standard;0
AST-01396;linea_AT;Nord;9;42,2;0,67;39,4;71,4;4;79;alta;0
AST-01397;linea_AT;Centro;29;25,2;3,73;60,4;44,3;6;202;standard;0
AST-01398;linea_AT;Isole;16;35,6;1,81;39,8;71,5;1;394;critica;0
AST-01399;turbina_eolica;Centro;12;41,3;1,3;81,7;37,9;7;168;standard;0
AST-01400;trasformatore;Centro;4;38,8;2,01;67,6;45,0;4;248;standard;0
AST-01401;trasformatore;Centro;19;39,0;1,17;68,1;44,0;6;28;critica;0
AST-01402;trasformatore;Nord;7;52,6;3,8;52,8;65,5;3;204;standard;0
AST-01403;trasformatore;Isole;19;61,3;5,8;62,3;67,0;0;342;alta;1
AST-01404;trasformatore;Nord;6;39,2;1,22;82,2;96,3;3;151;standard;0
AST-01405;trasformatore;Nord;19;30,1;1,54;87,0;60,7;6;277;alta;0
AST-01406;trasformatore;Nord;18;39,9;2,2;83,2;72,8;3;59;standard;1
AST-01407;linea_AT;Isole;36;43,7;0,61;40,1;64,3;2;402;standard;0
AST-01408;linea_AT;Nord;10;41,5;0,28;64,6;71,6;3;224;standard;0
AST-01409;cabina_primaria;Sud;24;47,5;3,53;72,6;64,0;1;354;standard;0
AST-01410;linea_AT;Sud;15;61,9;1,28;54,8;77,4;3;211;alta;0
AST-01411;linea_AT;Sud;21;26,6;1,19;38,1;47,3;4;448;alta;0
AST-01412;trasformatore;Isole;22;37,4;2,3;44,8;27,7;4;363;alta;0
AST-01413;linea_AT;Sud;26;55,9;0,85;95,0;67,8;2;298;alta;0
AST-01414;trasformatore;Isole;31;37,3;1,17;46,6;36,7;3;355;alta;0
AST-01415;turbina_eolica;Nord;20;49,1;0,62;68,9;80,4;8;129;standard;0
AST-01416;turbina_eolica;Sud;18;47,7;0,34;65,2;54,3;1;245;standard;0
AST-01417;turbina_eolica;Centro;23;53,1;1,16;65,2;47,5;7;223;alta;0
AST-01418;trasformatore;Centro;17;59,2;0,84;62,2;99,8;3;162;alta;0
AST-01419;linea_AT;Isole;23;45,0;0,76;82,2;61,7;2;434;standard;0
AST-01420;cabina_primaria;Isole;21;26,3;1,73;68,6;59,1;0;421;standard;0
AST-01421;linea_AT;Sud;20;35,7;2,85;56,7;72,5;2;470;standard;0
AST-01422;linea_AT;Centro;27;61,7;2,89;68,9;73,4;3;193;alta;0
AST-01423;turbina_eolica;Centro;19;29,3;2,81;45,0;77,9;1;146;standard;0
AST-01424;trasformatore;Centro;18;46,5;0,95;76,6;43,3;6;92;alta;0
AST-01425;linea_AT;Nord;12;19,4;1,61;55,7;69,5;4;335;alta;0
AST-01426;turbina_eolica;Centro;32;29,8;1,12;56,8;57,9;2;263;critica;0
AST-01427;trasformatore;Nord;22;50,0;0,96;77,2;49,1;3;105;standard;0
AST-01428;trasformatore;Nord;10;42,3;1,01;60,7;62,7;1;295;alta;0
AST-01429;cabina_primaria;Sud;21;38,6;0,7;61,7;36,6;0;448;alta;0
AST-01430;linea_AT;Centro;16;34,7;2,02;89,0;74,9;7;102;standard;0
AST-01431;turbina_eolica;Isole;26;24,0;3,41;50,5;57,9;4;320;standard;0
AST-01432;linea_AT;Centro;13;48,2;1,1;77,0;55,3;2;199;standard;0
AST-01433;turbina_eolica;Nord;17;39,5;1,01;85,1;60,1;1;74;standard;0
AST-01434;turbina_eolica;Nord;23;28,3;0,27;89,0;59,7;4;152;standard;0
AST-01435;trasformatore;Nord;6;42,3;2,52;100,0;78,0;3;217;standard;0
AST-01436;turbina_eolica;Isole;18;47,2;0,21;56,4;46,7;1;270;alta;0
AST-01437;linea_AT;Nord;11;40,2;1,79;52,4;56,6;8;183;standard;0
AST-01438;trasformatore;Centro;14;43,0;0,89;82,7;59,0;1;303;standard;0
AST-01439;linea_AT;Isole;37;42,3;1,39;84,9;47,1;2;412;standard;1
AST-01440;trasformatore;Isole;31;35,6;1,86;53,8;64,2;6;374;alta;0
AST-01441;linea_AT;Nord;20;42,5;1,79;76,7;51,9;2;107;critica;0
AST-01442;linea_AT;Nord;12;48,6;3,14;100,0;42,3;3;226;alta;0
AST-01443;linea_AT;Nord;12;51,3;0,22;69,9;69,4;3;66;alta;0
AST-01444;linea_AT;Nord;5;49,1;2,9;84,6;83,7;3;179;standard;0
AST-01445;cabina_primaria;Nord;19;35,9;1,92;96,4;62,7;4;162;standard;0
AST-01446;turbina_eolica;Centro;20;47,7;3,35;100,0;60,6;3;300;standard;1
AST-01447;linea_AT;Isole;33;46,2;1,7;72,4;60,3;1;333;critica;0
AST-01448;linea_AT;Centro;16;35,6;0,48;90,6;54,8;5;170;standard;0
AST-01449;trasformatore;Centro;16;37,8;1,53;53,8;78,4;6;111;standard;0
AST-01450;trasformatore;Nord;15;48,1;2,47;68,4;63,3;5;195;standard;0
AST-01451;turbina_eolica;Sud;28;54,4;2,77;60,0;31,5;0;306;alta;0
AST-01452;trasformatore;Centro;8;25,7;1,57;34,1;78,8;3;141;standard;0
AST-01453;turbina_eolica;Sud;27;56,8;1,44;39,1;75,4;1;279;alta;0
AST-01454;turbina_eolica;Isole;25;52,5;1,9;75,7;70,4;1;423;critica;1
AST-01455;linea_AT;Nord;8;43,8;3,08;76,1;23,4;3;72;standard;0
AST-01456;trasformatore;Nord;1;39,8;1,18;49,3;62,0;4;79;alta;0
AST-01457;cabina_primaria;Nord;13;45,5;2,21;96,0;74,5;3;232;standard;0
AST-01458;turbina_eolica;Centro;26;36,2;4,82;48,0;67,3;4;197;standard;0
AST-01459;linea_AT;Isole;35;40,4;6,84;72,6;64,9;1;456;standard;1
AST-01460;trasformatore;Nord;16;28,7;3,06;60,5;74,5;4;131;standard;0
AST-01461;turbina_eolica;Sud;35;26,3;1,41;69,9;64,0;1;340;standard;0
AST-01462;trasformatore;Centro;17;63,0;0,61;84,2;78,9;6;223;alta;0
AST-01463;linea_AT;Nord;20;42,6;2,13;81,6;64,3;3;271;alta;0
AST-01464;trasformatore;Nord;11;43,8;4,15;80,7;63,2;4;264;standard;0
AST-01465;cabina_primaria;Sud;20;41,7;1,58;78,4;74,5;4;432;standard;0
AST-01466;trasformatore;Sud;19;34,6;3,3;45,1;56,4;1;290;standard;0
AST-01467;linea_AT;Centro;5;39,2;3,13;88,4;46,6;3;131;standard;0
AST-01468;trasformatore;Nord;22;42,8;1,7;48,9;62,1;3;221;critica;0
AST-01469;linea_AT;Sud;19;40,2;2,95;66,1;70,3;1;450;standard;1
AST-01470;turbina_eolica;Nord;9;35,2;0,67;61,7;75,0;5;253;alta;0
AST-01471;turbina_eolica;Isole;18;46,3;1,46;74,3;75,0;2;381;critica;0
AST-01472;trasformatore;Nord;13;43,7;2,3;59,3;61,0;3;218;standard;0
AST-01473;trasformatore;Nord;25;45,5;1,67;65,1;59,6;4;220;standard;0
AST-01474;trasformatore;Centro;30;48,3;0,73;97,1;53,7;4;222;alta;0
AST-01475;cabina_primaria;Centro;7;40,5;2,95;44,7;65,5;1;225;standard;0
AST-01476;turbina_eolica;Centro;15;40,5;2,28;68,0;39,0;7;218;standard;0
AST-01477;trasformatore;Centro;11;55,3;1,91;47,9;62,3;3;147;alta;0
AST-01478;cabina_primaria;Isole;31;33,5;3,75;80,1;100,0;3;325;critica;1
AST-01479;trasformatore;Centro;19;25,1;2,99;54,9;40,9;3;154;alta;0
AST-01480;turbina_eolica;Centro;13;47,0;0,15;68,7;64,2;7;82;alta;0
AST-01481;linea_AT;Centro;17;36,3;1,93;44,2;67,3;2;221;alta;0
AST-01482;cabina_primaria;Nord;11;32,3;1,89;91,2;69,1;4;157;standard;0
AST-01483;linea_AT;Centro;27;50,0;1,31;69,3;48,5;2;271;standard;0
AST-01484;turbina_eolica;Nord;17;40,7;0,23;70,5;69,2;8;261;critica;0
AST-01485;cabina_primaria;Centro;21;30,6;0,92;82,9;54,5;6;316;standard;0
AST-01486;trasformatore;Nord;1;59,4;0,17;45,5;42,0;2;273;alta;0
AST-01487;cabina_primaria;Isole;25;27,5;5,87;56,9;75,3;2;319;standard;1
AST-01488;cabina_primaria;Centro;29;41,2;1,68;71,1;71,3;5;95;alta;0
AST-01489;cabina_primaria;Isole;33;25,0;2,38;36,3;48,5;1;454;alta;0
AST-01490;trasformatore;Centro;6;44,4;0,72;38,2;54,4;2;321;alta;0
AST-01491;trasformatore;Nord;12;36,2;0,26;53,2;53,9;1;284;standard;0
AST-01492;linea_AT;Sud;16;49,4;1,24;47,5;39,0;2;379;standard;0
AST-01493;turbina_eolica;Centro;27;41,8;1,11;61,8;72,7;5;50;standard;1
AST-01494;turbina_eolica;Sud;24;54,2;2,01;77,4;73,2;0;369;standard;0
AST-01495;cabina_primaria;Centro;12;38,1;1,29;81,5;57,3;1;254;standard;0
AST-01496;linea_AT;Centro;17;27,6;6,69;100,0;61,6;5;310;critica;1
AST-01497;trasformatore;Sud;7;44,1;3,39;67,6;63,6;3;454;critica;0
AST-01498;turbina_eolica;Centro;10;39,7;4,37;70,8;65,4;4;283;standard;0
AST-01499;trasformatore;Nord;14;25,6;1,68;67,6;43,1;2;113;alta;0
AST-01500;trasformatore;Sud;28;32,5;1,98;73,8;68,8;2;258;standard;0
AST-01501;trasformatore;Sud;11;35,4;4,12;75,2;45,5;1;383;standard;1
AST-01502;cabina_primaria;Isole;23;56,0;1,21;84,6;71,5;1;317;alta;0
AST-01503;linea_AT;Nord;20;48,4;2,3;84,5;47,1;4;278;alta;1
AST-01504;turbina_eolica;Centro;8;38,9;1,29;77,3;43,8;3;74;alta;0
AST-01505;turbina_eolica;Sud;24;46,2;2,39;95,2;61,6;2;385;standard;0
AST-01506;linea_AT;Centro;17;23,6;0,54;68,5;61,3;4;236;standard;0
AST-01507;cabina_primaria;Sud;33;36,9;1,07;57,0;63,5;4;323;standard;0
AST-01508;cabina_primaria;Centro;16;45,6;2,01;59,9;49,5;7;136;alta;0
AST-01509;turbina_eolica;Nord;13;43,5;2,18;66,1;64,8;5;15;standard;0
AST-01510;cabina_primaria;Sud;28;37,1;2,76;48,5;66,2;1;297;standard;1
AST-01511;turbina_eolica;Nord;6;41,7;0,64;57,0;78,3;2;119;standard;0
AST-01512;turbina_eolica;Nord;13;45,0;1,95;47,5;64,6;3;249;standard;0
AST-01513;cabina_primaria;Centro;14;41,9;0,41;74,2;53,6;1;147;standard;0
AST-01514;turbina_eolica;Sud;22;49,7;1,34;74,4;43,1;1;376;alta;1
AST-01515;turbina_eolica;Isole;30;44,9;1,72;36,2;40,6;1;277;standard;0
AST-01516;trasformatore;Nord;17;46,6;1,54;56,2;66,5;3;198;standard;0
AST-01517;turbina_eolica;Nord;10;57,4;4,74;100,0;73,1;3;15;critica;1
AST-01518;turbina_eolica;Isole;26;49,4;1,74;79,3;49,5;1;548;standard;1
AST-01519;linea_AT;Nord;23;57,7;2,51;76,2;65,6;4;149;standard;1
AST-01520;turbina_eolica;Nord;9;36,0;2,01;56,0;59,6;5;15;alta;0
AST-01521;trasformatore;Nord;15;27,7;1,66;73,2;72,1;3;103;standard;0
AST-01522;cabina_primaria;Centro;16;40,7;2,39;67,7;74,1;6;140;critica;0
AST-01523;trasformatore;Isole;25;40,0;1,89;53,7;30,3;1;328;standard;0
AST-01524;cabina_primaria;Sud;13;55,1;1,78;59,1;76,4;3;311;alta;0
AST-01525;trasformatore;Sud;31;31,8;1,43;59,5;65,5;4;287;standard;0
AST-01526;linea_AT;Nord;9;41,3;1,21;41,2;54,6;10;95;standard;0
AST-01527;turbina_eolica;Nord;20;45,6;1,08;44,2;55,0;5;67;standard;0
AST-01528;cabina_primaria;Centro;13;42,9;1,78;64,4;62,4;5;276;standard;0
AST-01529;trasformatore;Nord;10;40,5;1,69;52,7;54,9;5;256;standard;0
AST-01530;cabina_primaria;Nord;21;45,2;4,04;62,6;48,9;5;140;standard;1
AST-01531;turbina_eolica;Nord;20;51,7;0,49;39,1;52,1;5;159;standard;0
AST-01532;linea_AT;Nord;15;55,8;4,97;82,4;47,4;4;70;standard;1
AST-01533;turbina_eolica;Centro;22;42,3;0,66;100,0;80,9;4;216;standard;0
AST-01534;trasformatore;Sud;21;34,7;1,64;86,5;62,8;3;358;standard;0
AST-01535;turbina_eolica;Nord;14;55,8;2,19;88,3;93,5;3;142;standard;1
AST-01536;trasformatore;Centro;13;32,3;0,79;79,3;67,2;3;242;alta;0
AST-01537;trasformatore;Sud;28;58,1;0,64;72,8;70,2;1;365;critica;1
AST-01538;linea_AT;Sud;19;54,1;1,51;69,6;47,1;2;256;standard;0
AST-01539;turbina_eolica;Sud;32;55,4;2,55;51,5;58,9;0;435;critica;1
AST-01540;trasformatore;Centro;15;48,2;3,02;80,4;63,0;3;193;alta;0
AST-01541;trasformatore;Sud;23;23,0;0,56;79,4;53,1;5;474;critica;0
AST-01542;trasformatore;Nord;19;32,6;1,47;59,7;55,5;7;194;standard;0
AST-01543;trasformatore;Nord;14;44,8;0,34;77,5;67,9;4;318;standard;0
AST-01544;linea_AT;Nord;12;35,9;0,8;55,5;68,2;1;254;alta;0
AST-01545;trasformatore;Centro;17;39,2;3,58;56,7;43,3;7;228;standard;0
AST-01546;cabina_primaria;Centro;22;47,5;2,11;82,0;66,0;4;152;alta;0
AST-01547;trasformatore;Nord;10;40,5;0,86;75,7;69,7;4;104;alta;0
AST-01548;trasformatore;Sud;22;31,0;3,36;63,8;53,7;2;383;standard;0
AST-01549;cabina_primaria;Nord;14;50,0;0,97;61,7;52,3;4;171;standard;0
AST-01550;trasformatore;Nord;19;46,6;1,62;71,1;68,2;6;113;standard;0
AST-01551;turbina_eolica;Nord;13;39,8;0,28;35,0;26,0;3;227;alta;0
AST-01552;cabina_primaria;Centro;28;48,4;0,86;54,4;62,0;6;213;alta;0
AST-01553;cabina_primaria;Nord;13;42,9;1,98;45,2;84,9;3;227;alta;0
AST-01554;linea_AT;Nord;13;54,0;1,91;68,2;25,7;4;82;standard;0
AST-01555;trasformatore;Nord;13;43,4;1,21;87,6;73,5;9;240;critica;0
AST-01556;linea_AT;Sud;15;53,9;1,5;76,6;69,6;2;380;standard;0
AST-01557;cabina_primaria;Isole;19;25,1;2,68;58,8;41,9;2;476;standard;0
AST-01558;cabina_primaria;Centro;14;46,1;1,42;55,3;69,3;3;288;standard;0
AST-01559;trasformatore;Centro;24;38,4;2,2;54,4;76,0;5;203;standard;0
AST-01560;turbina_eolica;Sud;23;34,3;1,06;100,0;45,5;0;327;standard;1
AST-01561;trasformatore;Isole;22;52,4;1,6;69,2;52,1;1;523;standard;1
AST-01562;trasformatore;Centro;24;50,0;0,25;71,6;62,4;3;187;standard;0
AST-01563;linea_AT;Isole;34;23,9;1,12;30,0;75,7;3;440;standard;0
AST-01564;trasformatore;Isole;33;48,4;1,73;46,7;54,4;3;349;standard;1
AST-01565;trasformatore;Sud;18;47,3;1,53;67,2;61,4;2;191;critica;0
AST-01566;trasformatore;Centro;14;35,5;1,06;59,0;52,7;6;112;standard;0
AST-01567;turbina_eolica;Nord;25;34,5;0,72;70,4;62,3;7;192;standard;0
AST-01568;trasformatore;Nord;15;27,7;1,78;70,2;76,7;3;216;standard;0
AST-01569;turbina_eolica;Centro;15;39,0;1,5;78,8;63,5;9;243;standard;0
AST-01570;trasformatore;Centro;21;40,4;2,05;34,4;57,0;3;302;standard;0
AST-01571;cabina_primaria;Centro;23;49,2;0,94;48,1;61,5;6;241;standard;0
AST-01572;trasformatore;Centro;14;44,4;2,41;66,2;50,8;3;148;alta;1
AST-01573;turbina_eolica;Centro;18;32,5;0,63;56,3;48,1;3;258;standard;0
AST-01574;trasformatore;Sud;29;44,1;0,44;62,4;78,8;5;354;standard;0
AST-01575;trasformatore;Nord;7;39,7;3,6;70,0;84,9;5;114;critica;0
AST-01576;trasformatore;Nord;14;33,6;0,66;54,6;36,9;2;198;standard;0
AST-01577;trasformatore;Sud;16;27,7;1,79;71,5;70,1;2;346;standard;0
AST-01578;trasformatore;Sud;17;47,6;1,3;77,8;74,0;1;292;standard;0
AST-01579;turbina_eolica;Isole;22;46,0;3,65;69,2;45,0;1;366;alta;1
AST-01580;linea_AT;Sud;26;47,0;2,47;81,0;55,4;4;453;standard;1
AST-01581;trasformatore;Isole;23;35,4;0,46;28,9;53,9;0;490;standard;0
AST-01582;turbina_eolica;Nord;10;43,5;4,35;57,5;88,6;12;175;standard;0
AST-01583;linea_AT;Centro;17;29,6;3,06;84,1;85,1;5;215;standard;0
AST-01584;trasformatore;Nord;7;33,1;1,19;52,4;49,1;7;45;standard;0
